,name,id,gender,birthday,deathday,hometown,location,nationality,sortable_name,slug,problem
4924,Puccio di Simone and Allegretto Nuzi,515d669f5eeb1c524c0047d6,no-info,no-info,no-info,no-info,no-info,no-info,Puccio di Simone and Allegretto Nuzi,puccio-di-simone-and-allegretto-nuzi,
4925,Master of Saint Francis,515ce0285eeb1c904c000f00,male,active 1250,1280,no-info,no-info,Italian,Master of Saint Francis,master-of-saint-francis,
4926,Master of Saint Francis,515ce0285eeb1c904c000f00,male,active 1250,1280,no-info,no-info,Italian,Master of Saint Francis,master-of-saint-francis,
4927,Domenico Veneziano,515b17929562c8fee2000aa4,male,1410,1461,no-info,no-info,no-info,Veneziano Domenico,domenico-veneziano,
4928,Alvise Vivarini,515b96f2ea092f003c000439,male,no-info,1502,no-info,no-info,no-info,Vivarini Alvise,alvise-vivarini,
4929,Giotto,4f95637a0eaacc0001000896,male,1266,1337,"Vicchio, Italy","Florence, Italy",Italian,Giotto,giotto,
4930,Agnolo Gaddi,515ce342769659e1fb0011cc,male,1350,1396,no-info,no-info,no-info,Gaddi Agnolo,agnolo-gaddi,
4931,After Andrea del Verrocchio,515d3a01b5907b33b10038a0,no-info,no-info,no-info,no-info,no-info,no-info,After Andrea del Verrocchio,after-andrea-del-verrocchio,
4932,Benvenuto di Giovanni,515b1127223afae9a5000601,male,1436,1518,"Siena, Italy","Siena, Italy",Italian,di Giovanni Benvenuto,benvenuto-di-giovanni,
4933,Ercole de' Roberti,515b92a1ea092f003c000291,male,no-info,no-info,no-info,no-info,no-info,Ercole de' Roberti,ercole-de-roberti,
4934,Master of the Osservanza Triptych,59bc4ca22a893a5a1f6df3f7,male,active ca. 1430,ca. 1450,no-info,no-info,Italian,Master of the Osservanza Triptych,master-of-the-osservanza-triptych,
4935,Fra Filippo Lippi,5051c8583d0d3500020003c0,male,1406,"October 8, 1469","Florence, Italy",,Italian,Lippi Fra Filippo,fra-filippo-lippi,
4936,Paolo Veneziano,50f9f745976b36ea8200006f,male,Active 1333/58,Before 1362,,"Venice, Italy",Italian,Veneziano Paolo,paolo-veneziano,
4937,Neroccio di Bartolommeo de' Landi,515bb94d1b12b0244a0020e8,male,1447,1500,no-info,no-info,Italian,Neroccio di Bartolommeo de' Landi,neroccio-di-bartolommeo-de-landi,
4938,Sandro Botticelli,4eaeec71bddaf7000100681b,male,1444,1510,"Florence, Italy","Florence, Italy",Italian,Botticelli Sandro,sandro-botticelli,
4939,Fra Carnevale,503bde2eba1e2a00020000ca,male,1445,1484,,,Italian,Carnevale Fra,fra-carnevale,
4940,Sano di Pietro,515b144438ad2d78ca0007f6,male,1405,1481,"Siena, Province of Siena, Italy",no-info,Italian,Sano di Pietro,sano-di-pietro,
4941,Fra Angelico,4d8b92be4eb68a1b2c000480,male,ca. 1395,1455,"Vicchio, Italy","Florence and Rome, Italy",Italian,Angelico Fra,fra-angelico,
4942,Attributed to Fra Angelico,515b5afa9562c8b4430007c5,no-info,no-info,no-info,no-info,no-info,no-info,Attributed to Fra Angelico,attributed-to-fra-angelico,
4943,Neroccio di Bartolommeo de' Landi,515bb94d1b12b0244a0020e8,male,1447,1500,no-info,no-info,Italian,Neroccio di Bartolommeo de' Landi,neroccio-di-bartolommeo-de-landi,
4944,Luca Signorelli,513deb31e9574b703a000034,male,1445,1523,"Cortona, Italy","Cortona, Italy",Italian,Signorelli Luca,luca-signorelli,
4945,Andrea di Bartolo,515b1ac39562c8fee2000c56,male,no-info,1428,no-info,no-info,no-info,Andrea di Bartolo,andrea-di-bartolo,
4946,Sassetta,515b4e5a38ad2d2e990003ef,no-info,no-info,no-info,no-info,no-info,no-info,Sassetta,sassetta,
4947,Workshop of Simone Martini,515b929ccd4b8ef7fd000d4d,no-info,no-info,no-info,no-info,no-info,no-info,Workshop of Simone Martini,workshop-of-simone-martini,
4948,Workshop of Simone Martini,515b929ccd4b8ef7fd000d4d,no-info,no-info,no-info,no-info,no-info,no-info,Workshop of Simone Martini,workshop-of-simone-martini,
4949,Workshop of Simone Martini,515b929ccd4b8ef7fd000d4d,no-info,no-info,no-info,no-info,no-info,no-info,Workshop of Simone Martini,workshop-of-simone-martini,
4950,Bernardo Daddi,4f0648328501fa10ca0000d7,male,1290,1348,no-info,"Florence, Italy",Italian,Daddi Bernardo,bernardo-daddi,
4951,Master of the Franciscan Crucifixes,515bafe294714c1d2e0011b0,no-info,no-info,no-info,no-info,no-info,no-info,Master of the Franciscan Crucifixes,master-of-the-franciscan-crucifixes,
4952,Master of the Franciscan Crucifixes,515bafe294714c1d2e0011b0,no-info,no-info,no-info,no-info,no-info,no-info,Master of the Franciscan Crucifixes,master-of-the-franciscan-crucifixes,
4953,Ercole de' Roberti,515b92a1ea092f003c000291,male,no-info,no-info,no-info,no-info,no-info,Ercole de' Roberti,ercole-de-roberti,
4954,Francesco del Cossa,515cd9fb769659e1fb000cfc,male,no-info,no-info,no-info,no-info,no-info,Francesco del Cossa,francesco-del-cossa,
4955,Leonardo da Vinci,4d8b92684eb68a1b2c00009e,male,1452,1519,"Anchiano, Italy","Clos Lucé, Amboise, France",Italian,da Vinci Leonardo,leonardo-da-vinci,
4956,Andrea di Bartolo,515b1ac39562c8fee2000c56,male,no-info,1428,no-info,no-info,no-info,Andrea di Bartolo,andrea-di-bartolo,
4957,Andrea di Bartolo,515b1ac39562c8fee2000c56,male,no-info,1428,no-info,no-info,no-info,Andrea di Bartolo,andrea-di-bartolo,
4958,Paolo di Giovanni Fei,515b0e1938ad2d78ca000483,male,1345,1411,no-info,no-info,no-info,Paolo di Giovanni Fei,paolo-di-giovanni-fei,
4959,Johann Koerbecke,516dfcf99ad2d388860017d3,no-info,no-info,no-info,no-info,no-info,no-info,Koerbecke Johann,johann-koerbecke,
4960,Master of Saint Veronica,515d5ed47696593fde004683,no-info,no-info,no-info,no-info,no-info,no-info,Master of Saint Veronica,master-of-saint-veronica,
4961,Marco Zoppo,515b66611b12b0e668000417,male,1433,1498,no-info,no-info,no-info,Zoppo Marco,marco-zoppo,
4962,Francesco del Cossa,515cd9fb769659e1fb000cfc,male,no-info,no-info,no-info,no-info,no-info,Francesco del Cossa,francesco-del-cossa,
4963,Master of Osma,4eb1a966b89d900001004a93,,active first half of the 15th century,,,,Spanish,Master of Osma,master-of-osma,
4964,Ugolino Lorenzetti,515d5ed47b70570a13004702,no-info,no-info,no-info,no-info,no-info,no-info,Lorenzetti Ugolino,ugolino-lorenzetti,
4965,Carlo Crivelli,515b96ee94714c2e380006ea,male,no-info,1495,no-info,no-info,no-info,Crivelli Carlo,carlo-crivelli,
4966,Master of the Osservanza Triptych,59bc4ca22a893a5a1f6df3f7,male,active ca. 1430,ca. 1450,no-info,no-info,Italian,Master of the Osservanza Triptych,master-of-the-osservanza-triptych,
4967,Master of the Life of Saint John the Baptist,515b24679562c86fb8001241,no-info,no-info,no-info,no-info,no-info,no-info,Master of the Life of Saint John the Baptist,master-of-the-life-of-saint-john-the-baptist,
4968,Master of the Life of Saint John the Baptist,515b24679562c86fb8001241,no-info,no-info,no-info,no-info,no-info,no-info,Master of the Life of Saint John the Baptist,master-of-the-life-of-saint-john-the-baptist,
4969,Benvenuto di Giovanni,515b1127223afae9a5000601,male,1436,1518,"Siena, Italy","Siena, Italy",Italian,di Giovanni Benvenuto,benvenuto-di-giovanni,
4970,Vincenzo Civerchio,515ce343769659e1fb0011da,male,1470,1544,"Crema, Italy","Crema, Italy",Italian,Civerchio Vincenzo,vincenzo-civerchio,
4971,Giovanni di Paolo,503bdfae5ccfe300020000b8,male,1398,1482,"Siena, Italy","Siena, Italy",Italian,di Paolo Giovanni,giovanni-di-paolo,
4972,Andrea Mantegna or Follower (Possibly Giulio Campagnola),515b44f6056351dc3300248e,no-info,no-info,no-info,no-info,no-info,no-info,Andrea Mantegna or Follower (Possibly Giulio Campagnola),andrea-mantegna-or-follower-possibly-giulio-campagnola,
4973,Workshop of Simone Martini,515b929ccd4b8ef7fd000d4d,no-info,no-info,no-info,no-info,no-info,no-info,Workshop of Simone Martini,workshop-of-simone-martini,
4974,Neroccio di Bartolommeo de' Landi,515bb94d1b12b0244a0020e8,male,1447,1500,no-info,no-info,Italian,Neroccio di Bartolommeo de' Landi,neroccio-di-bartolommeo-de-landi,
4975,Bernardo Daddi,4f0648328501fa10ca0000d7,male,1290,1348,no-info,"Florence, Italy",Italian,Daddi Bernardo,bernardo-daddi,
4976,Alphonse Legros,5153885ed70fd7ef9d00005d,male,1837,1911,"Dijon, France","Watford, UK",French,Legros Alphonse,alphonse-legros,
4977,Alphonse Legros,5153885ed70fd7ef9d00005d,male,1837,1911,"Dijon, France","Watford, UK",French,Legros Alphonse,alphonse-legros,
4978,Alphonse Legros,5153885ed70fd7ef9d00005d,male,1837,1911,"Dijon, France","Watford, UK",French,Legros Alphonse,alphonse-legros,
4979,Alphonse Legros,5153885ed70fd7ef9d00005d,male,1837,1911,"Dijon, France","Watford, UK",French,Legros Alphonse,alphonse-legros,
4980,Alphonse Legros,5153885ed70fd7ef9d00005d,male,1837,1911,"Dijon, France","Watford, UK",French,Legros Alphonse,alphonse-legros,
4981,Alphonse Legros,5153885ed70fd7ef9d00005d,male,1837,1911,"Dijon, France","Watford, UK",French,Legros Alphonse,alphonse-legros,
4982,James Abbott McNeill Whistler,4f39397e6779d800010009fa,male,1834,1903,"Lowell, MA, United States","London, UK",American,Whistler James Abbott McNeill,james-abbott-mcneill-whistler,
4983,Jean-Louis Forain,5159f18d00b0bafa930002c4,male,1852,1931,"Reims, France",no-info,French,Forain Jean-Louis,jean-louis-forain,
4984,Alphonse Legros,5153885ed70fd7ef9d00005d,male,1837,1911,"Dijon, France","Watford, UK",French,Legros Alphonse,alphonse-legros,
4985,Jean-Louis Forain,5159f18d00b0bafa930002c4,male,1852,1931,"Reims, France",no-info,French,Forain Jean-Louis,jean-louis-forain,
4986,Alphonse Legros,5153885ed70fd7ef9d00005d,male,1837,1911,"Dijon, France","Watford, UK",French,Legros Alphonse,alphonse-legros,
4987,Alphonse Legros,5153885ed70fd7ef9d00005d,male,1837,1911,"Dijon, France","Watford, UK",French,Legros Alphonse,alphonse-legros,
4988,Rembrandt van Rijn,4d8b929c4eb68a1b2c0002e2,male,1606,1669,"Leiden, Netherlands","Amsterdam and Leiden, Holland",Dutch,Rembrandt van Rijn,rembrandt-van-rijn,
4989,James Abbott McNeill Whistler,4f39397e6779d800010009fa,male,1834,1903,"Lowell, MA, United States","London, UK",American,Whistler James Abbott McNeill,james-abbott-mcneill-whistler,
4990,Édouard Manet,4d8b927e4eb68a1b2c000168,male,1832,1883,"Paris, France","Paris, France",French,Manet Édouard,edouard-manet,
4991,Alphonse Legros,5153885ed70fd7ef9d00005d,male,1837,1911,"Dijon, France","Watford, UK",French,Legros Alphonse,alphonse-legros,
4992,Jacob van Ruisdael,4eb1bbe8c8004a0001008401,male,1628,1682,"Haarlem, Netherlands","Amsterdam, Netherlands",Dutch,van Ruisdael Jacob,jacob-van-ruisdael,
4993,Francis Seymour Haden,515b04339562c8fee20000ce,male,1818,1910,London,no-info,English,Seymour Haden Francis,francis-seymour-haden,
4994,James Abbott McNeill Whistler,4f39397e6779d800010009fa,male,1834,1903,"Lowell, MA, United States","London, UK",American,Whistler James Abbott McNeill,james-abbott-mcneill-whistler,
4995,Alphonse Legros,5153885ed70fd7ef9d00005d,male,1837,1911,"Dijon, France","Watford, UK",French,Legros Alphonse,alphonse-legros,
4996,Alphonse Legros,5153885ed70fd7ef9d00005d,male,1837,1911,"Dijon, France","Watford, UK",French,Legros Alphonse,alphonse-legros,
4997,James Abbott McNeill Whistler,4f39397e6779d800010009fa,male,1834,1903,"Lowell, MA, United States","London, UK",American,Whistler James Abbott McNeill,james-abbott-mcneill-whistler,
4998,Alphonse Legros,5153885ed70fd7ef9d00005d,male,1837,1911,"Dijon, France","Watford, UK",French,Legros Alphonse,alphonse-legros,
4999,William Saint John Harper,515b279b38ad2d25a70001fc,no-info,no-info,no-info,no-info,no-info,no-info,William Saint John Harper,william-saint-john-harper,
5000,Alphonse Legros,5153885ed70fd7ef9d00005d,male,1837,1911,"Dijon, France","Watford, UK",French,Legros Alphonse,alphonse-legros,
5001,James Abbott McNeill Whistler,4f39397e6779d800010009fa,male,1834,1903,"Lowell, MA, United States","London, UK",American,Whistler James Abbott McNeill,james-abbott-mcneill-whistler,
5002,James Abbott McNeill Whistler,4f39397e6779d800010009fa,male,1834,1903,"Lowell, MA, United States","London, UK",American,Whistler James Abbott McNeill,james-abbott-mcneill-whistler,
5003,John George Brown,4d9e3027f9215a26b300018b,male,1831,1913,"Durham, UK",,American,Brown John George,john-george-brown,
5004,Alphonse Legros,5153885ed70fd7ef9d00005d,male,1837,1911,"Dijon, France","Watford, UK",French,Legros Alphonse,alphonse-legros,
5005,Rembrandt van Rijn,4d8b929c4eb68a1b2c0002e2,male,1606,1669,"Leiden, Netherlands","Amsterdam and Leiden, Holland",Dutch,Rembrandt van Rijn,rembrandt-van-rijn,
5006,James Abbott McNeill Whistler,4f39397e6779d800010009fa,male,1834,1903,"Lowell, MA, United States","London, UK",American,Whistler James Abbott McNeill,james-abbott-mcneill-whistler,
5007,Alphonse Legros,5153885ed70fd7ef9d00005d,male,1837,1911,"Dijon, France","Watford, UK",French,Legros Alphonse,alphonse-legros,
5008,Alphonse Legros,5153885ed70fd7ef9d00005d,male,1837,1911,"Dijon, France","Watford, UK",French,Legros Alphonse,alphonse-legros,
5009,Childe Hassam,4d8b92964eb68a1b2c000280,male,1859,1935,"Dorchester, MA, United States","New York and East Hampton, NY, USA and Paris, France",American,Hassam Childe,childe-hassam,
5010,James Abbott McNeill Whistler,4f39397e6779d800010009fa,male,1834,1903,"Lowell, MA, United States","London, UK",American,Whistler James Abbott McNeill,james-abbott-mcneill-whistler,
5011,James Abbott McNeill Whistler,4f39397e6779d800010009fa,male,1834,1903,"Lowell, MA, United States","London, UK",American,Whistler James Abbott McNeill,james-abbott-mcneill-whistler,
5012,James Abbott McNeill Whistler,4f39397e6779d800010009fa,male,1834,1903,"Lowell, MA, United States","London, UK",American,Whistler James Abbott McNeill,james-abbott-mcneill-whistler,
5013,"Francesco Mazzola, called Parmigianino",50eb4cd49bf55352e6000056,male,1503,1540,"Parma, Italy","Casalmaggiore, Italy",Italian,"Francesco Mazzola, called Parmigianino",francesco-mazzola-called-parmigianino-1,
5014,Rembrandt van Rijn,4d8b929c4eb68a1b2c0002e2,male,1606,1669,"Leiden, Netherlands","Amsterdam and Leiden, Holland",Dutch,Rembrandt van Rijn,rembrandt-van-rijn,
5015,Rembrandt van Rijn,4d8b929c4eb68a1b2c0002e2,male,1606,1669,"Leiden, Netherlands","Amsterdam and Leiden, Holland",Dutch,Rembrandt van Rijn,rembrandt-van-rijn,
5016,James Abbott McNeill Whistler,4f39397e6779d800010009fa,male,1834,1903,"Lowell, MA, United States","London, UK",American,Whistler James Abbott McNeill,james-abbott-mcneill-whistler,
5017,James Abbott McNeill Whistler,4f39397e6779d800010009fa,male,1834,1903,"Lowell, MA, United States","London, UK",American,Whistler James Abbott McNeill,james-abbott-mcneill-whistler,
5018,Rembrandt van Rijn,4d8b929c4eb68a1b2c0002e2,male,1606,1669,"Leiden, Netherlands","Amsterdam and Leiden, Holland",Dutch,Rembrandt van Rijn,rembrandt-van-rijn,
5019,Rembrandt van Rijn,4d8b929c4eb68a1b2c0002e2,male,1606,1669,"Leiden, Netherlands","Amsterdam and Leiden, Holland",Dutch,Rembrandt van Rijn,rembrandt-van-rijn,
5020,Rembrandt van Rijn,4d8b929c4eb68a1b2c0002e2,male,1606,1669,"Leiden, Netherlands","Amsterdam and Leiden, Holland",Dutch,Rembrandt van Rijn,rembrandt-van-rijn,
5021,James Tissot,4f8da41a91371500010004d9,male,1836,1902,"Nantes, France",no-info,French,Tissot James,james-tissot,
5022,Odilon Redon,4ee68c7e6b17cf00010024d0,male,1840,1916,"Bordeaux, France","Paris, France",French,Redon Odilon,odilon-redon,
5023,Michel Lasne and Abraham Bosse,515a24b038ad2db5ff00012f,no-info,no-info,no-info,no-info,no-info,no-info,Lasne and Abraham Bosse Michel,michel-lasne-and-abraham-bosse,
5024,William Hogarth,4eaf1cb0ec5cf6000100f69a,male,1697,1764,"London, UK","London, UK",British,Hogarth William,william-hogarth,
5025,William Hogarth,4eaf1cb0ec5cf6000100f69a,male,1697,1764,"London, UK","London, UK",British,Hogarth William,william-hogarth,
5026,William Hogarth,4eaf1cb0ec5cf6000100f69a,male,1697,1764,"London, UK","London, UK",British,Hogarth William,william-hogarth,
5027,William Hogarth,4eaf1cb0ec5cf6000100f69a,male,1697,1764,"London, UK","London, UK",British,Hogarth William,william-hogarth,
5028,Robert Delaunay after Jean-Michel Moreau,515b07a305635113a500036a,no-info,no-info,no-info,no-info,no-info,no-info,Robert Delaunay after Jean-Michel Moreau,robert-delaunay-after-jean-michel-moreau,
5029,Jacobus Houbraken after Robert Walker,515b07a39562c86fb8000264,no-info,no-info,no-info,no-info,no-info,no-info,Jacobus Houbraken after Robert Walker,jacobus-houbraken-after-robert-walker,
5030,Jean-Jacques Avril I after Jean-Baptiste Pillement,515b0af638ad2dfc77000346,no-info,no-info,no-info,no-info,no-info,no-info,Jean-Jacques Avril I after Jean-Baptiste Pillement,jean-jacques-avril-i-after-jean-baptiste-pillement,
5031,Jacques Callot,506ba2b74d985b000200034d,male,1592,1635,"Nancy, France","Nancy, France",French,Callot Jacques,jacques-callot,
5032,Noël Le Mire after Jean-Michel Moreau,515b0e1a9562c8fee2000592,no-info,no-info,no-info,no-info,no-info,no-info,Noël Le Mire after Jean-Michel Moreau,noel-le-mire-after-jean-michel-moreau,
5033,Gerrit van Schagen after Jacques Callot,515b0e1b05635113a500078b,no-info,no-info,no-info,no-info,no-info,no-info,Gerrit van Schagen after Jacques Callot,gerrit-van-schagen-after-jacques-callot,
5034,Jonas Suyderhoff after Sir Anthony van Dyck,515b0e1e223afae9a50003fb,no-info,no-info,no-info,no-info,no-info,no-info,Jonas Suyderhoff after Sir Anthony van Dyck,jonas-suyderhoff-after-sir-anthony-van-dyck,
5035,Anthony van Dyck,4ee140460fe6220001001fe0,male,1599,1641,"Antwerp, Belgium","London, UK",Flemish,Dyck Anthony van,anthony-van-dyck,
5036,Jacques Callot,506ba2b74d985b000200034d,male,1592,1635,"Nancy, France","Nancy, France",French,Callot Jacques,jacques-callot,
5037,Noël Le Mire after Jean-Michel Moreau,515b0e1a9562c8fee2000592,no-info,no-info,no-info,no-info,no-info,no-info,Noël Le Mire after Jean-Michel Moreau,noel-le-mire-after-jean-michel-moreau,
5038,Simon Charles Miger after Jean-Baptiste Perronneau,515b1122056351dc33000926,no-info,no-info,no-info,no-info,no-info,no-info,Simon Charles Miger after Jean-Baptiste Perronneau,simon-charles-miger-after-jean-baptiste-perronneau,
5039,Jean-Baptiste Rigaud,515b112638ad2d78ca00063c,no-info,no-info,no-info,no-info,no-info,no-info,Rigaud Jean-Baptiste,jean-baptiste-rigaud,
5040,François Huot after Augustin de Saint-Aubin,515b112738ad2dfc770006f3,no-info,no-info,no-info,no-info,no-info,no-info,François Huot after Augustin de Saint-Aubin,francois-huot-after-augustin-de-saint-aubin,
5041,Jean-Baptiste Rigaud,515b112638ad2d78ca00063c,no-info,no-info,no-info,no-info,no-info,no-info,Rigaud Jean-Baptiste,jean-baptiste-rigaud,
5042,Robert Delaunay after Jean-Michel Moreau,515b07a305635113a500036a,no-info,no-info,no-info,no-info,no-info,no-info,Robert Delaunay after Jean-Michel Moreau,robert-delaunay-after-jean-michel-moreau,
5043,William Hogarth,4eaf1cb0ec5cf6000100f69a,male,1697,1764,"London, UK","London, UK",British,Hogarth William,william-hogarth,
5044,Jacques Callot,506ba2b74d985b000200034d,male,1592,1635,"Nancy, France","Nancy, France",French,Callot Jacques,jacques-callot,
5045,Battista Franco,515b144538ad2dfc770008b2,no-info,no-info,no-info,no-info,no-info,no-info,Franco Battista,battista-franco,
5046,Jacques Callot,506ba2b74d985b000200034d,male,1592,1635,"Nancy, France","Nancy, France",French,Callot Jacques,jacques-callot,
5047,Gerrit van Schagen after Jacques Callot,515b0e1b05635113a500078b,no-info,no-info,no-info,no-info,no-info,no-info,Gerrit van Schagen after Jacques Callot,gerrit-van-schagen-after-jacques-callot,
5048,Augustin de Saint-Aubin,515b0afb223afae9a5000225,male,1736,1807,"Paris, France","Paris, France",French,Saint-Aubin Augustin de,augustin-de-saint-aubin,
5049,Jacques Callot,506ba2b74d985b000200034d,male,1592,1635,"Nancy, France","Nancy, France",French,Callot Jacques,jacques-callot,
5050,Jacques Callot,506ba2b74d985b000200034d,male,1592,1635,"Nancy, France","Nancy, France",French,Callot Jacques,jacques-callot,
5051,William Hogarth,4eaf1cb0ec5cf6000100f69a,male,1697,1764,"London, UK","London, UK",British,Hogarth William,william-hogarth,
5052,Louis-Michel Halbou and Antoine-Jean Duclos after Jean-Honoré Fragonard,515b17929562c86fb8000b01,no-info,no-info,no-info,no-info,no-info,no-info,Louis-Michel Halbou and Antoine-Jean Duclos after Jean-Honoré Fragonard,louis-michel-halbou-and-antoine-jean-duclos-after-jean-honore-fragonard,
